gap,seed_num
9.028997283166973e-08,1
5.485028395924019e-07,2
4.092726157978177e-12,3
1.3830523357682978e-06,4
0.0010984289488078502,5
3.7290836871761712e-06,6
1.5575096767861396e-11,7
2.7147041237185476e-07,8
1.4766783351660706e-09,9
1.537273419671692e-09,10
3.6746879459315096e-06,11
0.00012110686975574936,12
0.00010939513583707594,13
6.584018592548091e-07,14
1.3149043525118032e-06,15
1.9584632809710456e-05,16
0.0007616489756401279,17
0.00014780426658944634,18
8.003768243725062e-07,19
0.00033600385359022766,20
2.0738752937177196e-09,21
0.00029303664916824346,22
6.262025635805912e-07,23
4.784062628004904e-05,24
4.310621761760558e-07,25
6.767350100744807e-06,26
3.261110464336525e-06,27
9.428375960851554e-06,28
7.958078640513122e-13,29
0.001056172566791247,30
1.3642420526593924e-12,31
1.0459189070388675e-10,32
0.0006251298578945352,33
3.0332929668475117e-05,34
6.363264469655405e-05,35
6.774219252747571e-05,36
3.4584380841806706e-05,37
0.0002784270451456905,38
9.697487257653847e-11,39
7.847826282159076e-07,40
7.794181783538079e-06,41
3.296918293926865e-12,42
8.552296151265182e-05,43
5.6843418860808015e-12,44
3.792016968873213e-05,45
1.0859231451831874e-06,46
0.00016604356812877086,47
1.4097167877480388e-11,48
1.9132265833832207e-06,49
0.0021605146301908462,50
3.9963083509064745e-08,51
0.00012699634339696786,52
6.265281626838259e-10,53
6.789405802010151e-06,54
8.82706003721978e-05,55
1.7053025658242404e-12,56
1.6152044508999097e-05,57
4.473568310459086e-06,58
8.527262400548352e-05,59
9.805726449485519e-06,60
3.2885998280107742e-06,61
0.0005092580179280048,62
2.5011104298755527e-12,63
0.00047834620090725366,64
0.00019412473693591892,65
0.0005549205193347007,66
2.0277890939723875e-05,67
1.8046843820229697e-05,68
0.00013603382774363126,69
0.00015948575128277298,70
5.641814141199575e-06,71
2.5011104298755527e-12,72
4.8467859414813574e-06,73
8.458919228360173e-05,74
8.026290743146092e-11,75
1.66894091080394e-05,76
8.230927051045001e-10,77
5.099312602396822e-06,78
7.287643791187293e-05,79
2.6906567200057907e-05,80
5.914647317695199e-06,81
0.0003942182710261477,82
0.10048477713462489,83
2.0111201592953876e-10,84
0.0007433377118104545,85
1.604896351636853e-05,86
3.301572633063188e-05,87
0.00010954027504794794,88
0.0004221379584805618,89
3.517843651934527e-07,90
0.0008372033337309404,91
2.669513605724205e-07,92
8.639597126602894e-08,93
2.3019322270556586e-07,94
6.745305427102721e-06,95
3.867967279802542e-09,96
2.2009305666870205e-07,97
2.5972284447561833e-06,98
0.00041425507447456766,99
2.025383992076968e-06,100
1.1742429251171416e-07,101
2.5775411813810933e-06,102
1.4134343473415356e-08,103
7.342769822571427e-05,104
4.5729314024356427e-07,105
2.444746610308357e-05,106
2.3718121155980043e-07,107
8.348670655777823e-05,108
1.970708683529665e-05,109
7.515884590247879e-07,110
8.358006198250223e-08,111
0.0025348769901256674,112
6.044187716724991e-05,113
1.886115080651507e-05,114
7.389644451905042e-12,115
0.0004668257150797217,116
2.2387825993064325e-07,117
4.320099833421409e-12,118
0.00021627488320064003,119
4.739195026104426e-05,120
1.7277500319323735e-07,121
3.0729881927982206e-07,122
7.053737931528303e-06,123
4.07499364882824e-05,124
0.00013116371746946243,125
5.932247177042882e-05,126
0.0005026568451285129,127
1.1978318070759997e-07,128
8.580999633522879e-06,129
1.1500242180773057e-07,130
9.770951692189556e-08,131
0.0008801798583135678,132
2.3874235921539366e-12,133
7.264588930411264e-11,134
2.6052441967294726e-05,135
0.00020755602247390925,136
2.7853275241795927e-11,137
1.0284254926773428e-05,138
1.9368858829693636e-05,139
2.0432707970030606e-08,140
8.774377897680097e-05,141
2.186596930187079e-07,142
1.7515057834316394e-05,143
0.0002827148857704742,144
2.7284841053187847e-12,145
4.606555080499675e-06,146
0.00010500995153961412,147
0.00023151562731982267,148
1.4460271927418944e-05,149
2.0143827441643225e-06,150
2.5436927444388857e-06,151
0.0004334653491468998,152
1.3558196769736242e-06,153
5.959707959846128e-05,154
0.0002769233760773204,155
5.454668075799418e-05,156
4.085984528501285e-08,157
2.9820854479112313e-05,158
1.8407418451715785e-05,159
0.0014847909925492786,160
5.6843418860808015e-12,161
3.237217651985702e-05,162
2.2737367544323206e-13,163
2.603428583825007e-11,164
0.00025518611130337376,165
1.0345502232667059e-11,166
1.8860670934373047e-05,167
1.213953737533302e-05,168
0.000547999963600887,169
0.00040263022560793615,170
8.436833638825192e-05,171
2.3668746962357545e-07,172
0.00022645789124453586,173
0.002399146835841748,174
1.9280891706330294e-05,175
6.770787251753063e-05,176
0.00027737686355067126,177
8.042295587529225e-05,178
2.191882231272757e-10,179
0.0003015798482692844,180
0.00012352848159480345,181
3.979039320256561e-11,182
1.2506882285379106e-07,183
4.252910912327934e-09,184
5.079255720374931e-05,185
7.111549928140448e-05,186
0.0021690410660539783,187
0.00012992951462820201,188
4.2986016524082515e-08,189
9.187411637867626e-05,190
3.4896991451205395e-05,191
7.695871715895919e-05,192
2.5011104298755527e-12,193
0.00027048449578614964,194
7.204239523161959e-06,195
0.0011415928239557616,196
9.205148330693191e-06,197
1.6859758034115657e-10,198
8.034883273921878e-05,199
6.78028300171718e-10,200
2.55721229223127e-05,201
6.165246304590255e-07,202
5.206979869853967e-05,203
3.715493676281767e-06,204
0.0002110973207436473,205
0.00027121509594962845,206
0.0002195599215610855,207
1.5281830201274715e-07,208
8.351991289146099e-05,209
3.1036506698001176e-10,210
0.00017612868509786495,211
6.94626578479074e-11,212
0.0007134171171401249,213
5.9281394442223245e-05,214
2.3939037419040687e-09,215
0.00014500734687317163,216
0.0005872763798606684,217
3.1916977150103776e-05,218
3.070681486860849e-10,219
5.851451760463533e-06,220
9.094947017729282e-13,221
0.00016619852692656423,222
2.759179551503621e-10,223
1.8729664361671894e-05,224
2.0440893422346562e-10,225
0.010352401373665998,226
1.3280964594741818e-07,227
3.296918293926865e-12,228
0.00015025356753994856,229
4.320099833421409e-12,230
1.9554136088117957e-10,231
6.139089236967266e-12,232
0.00013503747993581783,233
8.355982572538778e-11,234
1.6305248550452234e-05,235
3.637978807091713e-12,236
5.299435963479482e-05,237
0.001058333626701824,238
0.0003868445149919353,239
5.082551979285199e-08,240
4.888534022029489e-12,241
0.00011108895398592722,242
0.007139706244856825,243
0.0013322707454790361,244
1.0540261882852064e-05,245
0.0005476092131857513,246
7.527069101342931e-07,247
0.0004002868947736715,248
0.00010640945708928484,249
0.000825696857418734,250
0.0005325492592191949,251
4.411049303598702e-11,252
0.0007051305774439243,253
2.8197619030834176e-06,254
3.7542349673458375e-08,255
1.6451027704533772e-06,256
0.0004975669521627424,257
8.650017571198987e-05,258
9.43600753089413e-12,259
0.00011443735400007427,260
1.602984411874786e-11,261
9.322320693172514e-12,262
