ZL,seed_num
-0.07040664969437174,1
-0.1072930826450589,2
-0.2122836689712191,3
-0.2135317248317659,4
0.2269675588156115,5
0.0014095247690695599,6
0.1499776370552189,7
0.05739136394071041,8
-0.02402999774382675,9
-0.1139427518587989,10
0.4485659393408207,11
0.07518311263328227,12
-0.04738536146041149,13
-0.1417286930009618,14
0.041167760342252786,15
0.1509071408766769,16
0.02275573921336825,17
-0.1115464389375088,18
0.1449634079191502,19
0.01166759174633051,20
0.0016396752321643118,21
0.02308177294636326,22
-0.023504744549735692,23
0.01643636719734416,24
-0.121942941044504,25
0.01006196423523581,26
-0.09393379725096712,27
0.198959945991202,28
0.1856853963711743,29
-0.02466830946045681,30
-0.169462881963819,31
-0.1300868678542982,32
0.1605807076396767,33
-0.1123049077444928,34
0.05656856936131874,35
-0.184862874323285,36
-0.1243495477004886,37
0.02961814903483368,38
-0.2707331668666649,39
0.1508888191707967,40
-0.058047125495382136,41
-0.014400106984712691,42
0.08201684224349609,43
0.09631200756048597,44
-0.009173519631825637,45
-0.01623776234621701,46
-0.0214484933491406,47
0.02676280216616227,48
-0.08519776140485089,49
0.013215264858968609,50
-0.08274588294761573,51
0.0017612693752518968,52
0.1772165382197469,53
-0.1669854992811706,54
-0.1930305335700603,55
0.07959436565891646,56
0.029050547766254417,57
-0.1532403239475693,58
-0.07022480222556905,59
-0.07780293230063935,60
0.01483644618133066,61
-0.08339706186509377,62
-0.1204608847241137,63
-0.01969235115498865,64
-0.1199417239092647,65
-0.1797014823767116,66
-0.1297598564053463,67
-0.01526458616378731,68
0.1091623694232909,69
-0.07116017297472882,70
-0.1939268620030553,71
0.2170663081408581,72
-0.02500737286274206,73
0.05657908582562742,74
0.07480955535821021,75
0.3052720529014192,76
0.03489271948532649,77
-0.2148955430559411,78
-0.1265623270142297,79
-0.08349558095132219,80
-0.1420369044523471,81
-0.2813398162549711,82
-0.2320099292414035,83
0.1840458105870348,84
0.07482490076878233,85
0.1080313538511169,86
0.05499097672724527,87
0.3649481845149651,88
-0.050816767185796086,89
-0.1284631655000291,90
-0.038459012686770565,91
-0.1070273986368553,92
0.1444743058193783,93
-0.1444291892087957,94
0.100935626134888,95
-0.1568848497488879,96
0.03354266965490395,97
-0.06049646485109176,98
0.1238829587437937,99
0.1555255326278387,100
-0.1171119681266104,101
-0.0364278977869521,102
-0.1422485215534541,103
0.07423246930688142,104
-0.0011436836446360279,105
0.1797978856459392,106
0.1905368834189559,107
0.01501835859587409,108
0.002907424981997557,109
0.06916954496329966,110
-0.07247502328768422,111
0.28119845448370395,112
0.0886897507035319,113
0.046439741513157815,114
0.0144055164068619,115
-0.1754082870621029,116
0.13443181406093502,117
-0.2855625941111515,118
-0.2081432259597696,119
-0.0124885317669556,120
0.01569861805202007,121
-0.1038215727635395,122
-0.2240128793150515,123
-0.06084188007650705,124
-0.1399807768717644,125
-0.03371716319724873,126
0.2143250140401494,127
-0.043114838207032734,128
0.2602073413317043,129
0.1038335933152036,130
0.06235584772684679,131
0.1754467240134161,132
-0.1585468211937079,133
-0.020727840621416808,134
-0.01734319498571088,135
0.01488110480440107,136
-0.07093788691059914,137
-0.04217615418118559,138
-0.1454531489289041,139
0.1824549660030068,140
-0.238711278027593,141
-0.1221556591567934,142
0.1381263960767584,143
0.1096145400920885,144
0.1502150530295486,145
-0.05437403797172535,146
0.07986721829299535,147
-0.1049896637320565,148
-0.08099883074824511,149
0.03785234665513085,150
0.2896181004237912,151
-0.06748123645950019,152
0.1123755455231955,153
-0.1443703810100637,154
-0.2161039598580759,155
-0.1832405940560808,156
-0.1059031492682264,157
0.1311277301684189,158
0.06211065189970628,159
0.03096027210117805,160
-0.1061327514630041,161
0.024852323987975117,162
0.2383047849553544,163
-0.06757125606954419,164
0.03354702608736403,165
0.1280303899939367,166
0.1132518523746422,167
-0.0897806255804011,168
0.09511683831521442,169
0.0013636784162342481,170
0.1793816443410897,171
0.1123518834863482,172
0.09863444755189488,173
-0.002156440562054801,174
-0.007942692491147539,175
0.1027805057589044,176
-0.1599908992267409,177
-0.09814621151603738,178
-0.1428420845609766,179
-0.113543179263384,180
0.01669007136486932,181
0.03306723270072889,182
-0.003259723644617362,183
0.1139039606009174,184
-0.052238367157088586,185
0.07003850759568504,186
-0.1590446221375921,187
-0.2066266440144709,188
0.00908028916273127,189
-0.0008372835973339527,190
0.1249537771179531,191
0.1612953721821387,192
0.1134641416451494,193
-0.029454045970245486,194
-0.1916705808167017,195
-0.0698793232821848,196
-0.1675478906963153,197
-0.1998120889125292,198
0.004021370481970918,199
-0.03563792809768916,200
-0.02483817056390247,201
-0.01853077374361033,202
0.2767106127702297,203
-0.09840287147588593,204
0.1846024235491151,205
0.09655221924374856,206
-0.1334153639964816,207
-0.03871027376110146,208
0.3502197709781556,209
-0.07581538025040163,210
0.03617739328981083,211
-0.1942621106218201,212
-0.1125236934059135,213
0.043266326261059,214
0.0001935879498706477,215
-0.1100586810901638,216
-0.09929710773440824,217
-0.1938596486874323,218
-0.02071780598740531,219
-0.05668357555546191,220
-0.06723406808915056,221
0.057530945079837616,222
0.04421130032022798,223
-0.1602974991704998,224
-0.1062191143403007,225
0.1233844861526448,226
0.09342087390769713,227
-0.04636952298701347,228
-0.1606352766132992,229
-0.1746519845359046,230
-0.1057383064425875,231
-0.0544476896020654,232
0.2217937276659644,233
0.002074267577508723,234
-0.2123735913978673,235
0.1651438402551575,236
0.07618408451929568,237
-0.1834923673773632,238
0.1386767903963044,239
-0.02098898915324766,240
0.06917936195495074,241
-0.1313890818763086,242
-0.1476143860207186,243
-0.01856569693226827,244
-0.08646907977992452,245
0.2049834651074315,246
0.111261616735476,247
0.07395606354220252,248
-0.07030778257157003,249
0.1750111590324897,250
-0.09809164962913547,251
-0.2014606051351251,252
0.1109668041676517,253
0.124483830263778,254
0.06958715880010133,255
0.08526266161651548,256
0.1790897601839422,257
-0.1033475649071117,258
-0.1988436515775123,259
0.1162202585255248,260
0.047187698148071014,261
0.08918319876138356,262
-0.075490719523842,263
0.0900429094312288,264
-0.2077730263789994,265
0.02704583941571679,266
0.0894069252237941,267
0.01575856737635169,268
-0.028921673632699332,269
-0.2310925945789279,270
0.1454098520978328,271
0.1041208580946232,272
-0.2121556691635622,273
-0.00431176036998282,274
0.1445862278639775,275
0.02128134274147643,276
-0.1600222707315556,277
0.005329703286656409,278
-0.08986554800406428,279
0.06520098123008211,280
-0.001369006201653158,281
-0.1392208994251836,282
0.0018293500336249398,283
-0.0051728687011575744,284
0.3753003959045771,285
-0.08510915501429228,286
-0.08826432712312844,287
0.0755098450951824,288
-0.06706938375218717,289
-0.092089684245446,290
-0.1591371400173447,291
-0.0010978002305225259,292
-0.07308955403950547,293
-0.01953824640495757,294
0.0893011828502631,295
-0.1721808169900157,296
0.1243300210803786,297
0.1448699963947753,298
-0.041840296303387564,299
