ZL,seed_num
0.1513462389891226,1
-0.0892801713024949,2
0.09217492703575368,3
-0.08140243288273978,4
0.07346661102291951,5
0.04111211610461167,6
0.2555041097189691,7
0.2414770315875832,8
0.4203733443421739,9
0.1135962331672263,10
-0.3074775630719957,11
0.2383979728623662,12
0.1942659423851993,13
-0.004094927434472075,14
-0.1550940865591552,15
0.2213748952131655,16
0.06408126396218321,17
0.1195339185173419,18
0.1236568681640667,19
-0.1732048153556531,20
0.1978422591155689,21
-0.2530580897788115,22
0.1473726072118269,23
0.4318188162412273,24
0.17652837879007,25
0.2679062853766019,26
0.1398514961638462,27
-0.1964925561655645,28
-0.3025116469105782,29
-0.07943440853611837,30
0.144928636863428,31
-0.2390473916752243,32
0.05912678161628696,33
-0.252609697500272,34
0.009280181661377635,35
0.1232105104639928,36
-0.09823477348705477,37
-0.01904112892893029,38
0.08049597289667518,39
0.2807810918152001,40
0.06952751020364395,41
-0.1045721707614385,42
0.1350962079914496,43
0.1256299565752489,44
-0.1861531962435519,45
0.07906581311006254,46
-0.09798445480299132,47
0.1645498417746359,48
-0.4325017997894863,49
0.2291201445492494,50
-0.03370204893306311,51
0.2546257462558377,52
-0.2184533469255316,53
0.2689288789335242,54
-0.1498000108038283,55
-0.08117520200304706,56
-0.1182007743858473,57
-0.2320146382885108,58
-0.4402562905256128,59
-0.1503600492616427,60
0.1936500100052732,61
-0.2870289531602696,62
0.4155357291140914,63
0.04913147139150384,64
-0.021854130137265018,65
-0.04470254529126472,66
0.2297365930060616,67
-0.1019402175736049,68
0.3215047191770597,69
0.09068852697740044,70
0.1320862840621465,71
0.1456146322670092,72
0.1467725424816374,73
0.2449121026572487,74
0.02888664694683745,75
0.00348347053985174,76
0.02026962832320291,77
-0.1397712928193017,78
0.2888633443359063,79
-0.3936586126862921,80
0.3309829220501084,81
0.178628683419298,82
0.1650496816368912,83
0.0299448894065314,84
0.2203962428254569,85
0.1832876081498711,86
0.3392590936876744,87
0.1273907727035465,88
0.2038220384964327,89
0.06352863672606929,90
0.4093344546981875,91
0.12462135093919,92
0.1693092953848661,93
-0.2427068254376134,94
0.01530253931765027,95
0.1494933279317429,96
0.2323040660722644,97
-0.04819344460008385,98
-0.02684577470664393,99
0.01463155660195126,100
0.3041161990233889,101
0.1613014361831035,102
-0.043313273379522864,103
0.12207089375161902,104
0.2511972781480241,105
-0.0008494786947829188,106
-0.03696906634908638,107
0.01836334188717648,108
0.1834067432611852,109
0.1285635874733004,110
0.1512721221944605,111
0.05422676147981843,112
0.1953915276992992,113
0.07261005659315979,114
0.01728172818852112,115
0.1824187540107746,116
0.02732728186216105,117
-0.1476502794203827,118
-0.040868333676623,119
0.1550807471008061,120
0.2338354111974297,121
0.2992232676994802,122
0.3070128180095822,123
0.113214822620591,124
0.1091755241978176,125
0.2782947066331447,126
0.2720356228423086,127
-0.1245633437253408,128
0.1985338736012664,129
0.2566741286386661,130
-0.1042040814901938,131
0.3172801082809108,132
0.04789485808018699,133
0.2024563934802049,134
-0.2075259646305636,135
0.2090373710896493,136
-0.051921477439059484,137
-0.001424466820224975,138
0.1625932563737146,139
-0.08772337001259661,140
-0.02456382239738601,141
0.1803176014912977,142
0.2830869315532505,143
0.1400837878555512,144
0.0616751773972781,145
0.1291963681097375,146
0.1136677930858427,147
